Question,Answer
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Ramadan""?","The event will be open on Feb. 28 - March 29, 2025 all day."
"Can you give me some information about ""Ramadan""?","Ramadan is one of the most important Muslim seasons, commemorating the revelation of the Qur’an to the Prophet Mohamed. Many Muslims fast from both food and drink between sunrise and sunset, honor halal food guidelines when they break the fast with the iftar meal, and spend more time reading the Qu’ran and praying, either alone or at a mosque."
"When is the ""Women’s History Month""?","The event will be open on March 1 - 31, 2025 all day."
"Can you give me some information about ""Women’s History Month""?","Since 1980, Women’s History Month has celebrated the achievements and leadership of women in the United States."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Ramadan""?","The event will be open on Feb. 28 - March 29, 2025 all day."
"Can you give me some information about ""Ramadan""?","Ramadan is one of the most important Muslim seasons, commemorating the revelation of the Qur’an to the Prophet Mohamed. Many Muslims fast from both food and drink between sunrise and sunset, honor halal food guidelines when they break the fast with the iftar meal, and spend more time reading the Qu’ran and praying, either alone or at a mosque."
"When is the ""Women’s History Month""?","The event will be open on March 1 - 31, 2025 all day."
"Can you give me some information about ""Women’s History Month""?","Since 1980, Women’s History Month has celebrated the achievements and leadership of women in the United States."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Ramadan""?","The event will be open on Feb. 28 - March 29, 2025 all day."
"Can you give me some information about ""Ramadan""?","Ramadan is one of the most important Muslim seasons, commemorating the revelation of the Qur’an to the Prophet Mohamed. Many Muslims fast from both food and drink between sunrise and sunset, honor halal food guidelines when they break the fast with the iftar meal, and spend more time reading the Qu’ran and praying, either alone or at a mosque."
"When is the ""Women’s History Month""?","The event will be open on March 1 - 31, 2025 all day."
"Can you give me some information about ""Women’s History Month""?","Since 1980, Women’s History Month has celebrated the achievements and leadership of women in the United States."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Ramadan""?","The event will be open on Feb. 28 - March 29, 2025 all day."
"Can you give me some information about ""Ramadan""?","Ramadan is one of the most important Muslim seasons, commemorating the revelation of the Qur’an to the Prophet Mohamed. Many Muslims fast from both food and drink between sunrise and sunset, honor halal food guidelines when they break the fast with the iftar meal, and spend more time reading the Qu’ran and praying, either alone or at a mosque."
"When is the ""Women’s History Month""?","The event will be open on March 1 - 31, 2025 all day."
"Can you give me some information about ""Women’s History Month""?","Since 1980, Women’s History Month has celebrated the achievements and leadership of women in the United States."
"When is the ""(M. Track and Field) Carnegie Mellon Invitational""?","The event will be open on March 28, 2025 all day."
"Can you give me some information about ""(M. Track and Field) Carnegie Mellon Invitational""?",(M. Track and Field) Carnegie Mellon Invitational
"When is the ""(W. Track and Field) Carnegie Mellon Invitational""?","The event will be open on March 28, 2025 all day."
"Can you give me some information about ""(W. Track and Field) Carnegie Mellon Invitational""?",(W. Track and Field) Carnegie Mellon Invitational
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Ramadan""?","The event will be open on Feb. 28 - March 29, 2025 all day."
"Can you give me some information about ""Ramadan""?","Ramadan is one of the most important Muslim seasons, commemorating the revelation of the Qur’an to the Prophet Mohamed. Many Muslims fast from both food and drink between sunrise and sunset, honor halal food guidelines when they break the fast with the iftar meal, and spend more time reading the Qu’ran and praying, either alone or at a mosque."
"When is the ""(Softball) Emory vs. Carnegie Mellon""?","The event will be open on March 28, 2025 at 3 - 6 p.m.."
"Can you give me some information about ""(Softball) Emory vs. Carnegie Mellon""?",(Softball) Emory vs. Carnegie Mellon
"When is the ""Women’s History Month""?","The event will be open on March 1 - 31, 2025 all day."
"Can you give me some information about ""Women’s History Month""?","Since 1980, Women’s History Month has celebrated the achievements and leadership of women in the United States."
"When is the ""Ramadan""?","The event will be open on Feb. 28 - March 29, 2025 at Midnight."
"Can you give me some information about ""Ramadan""?","Ramadan is one of the most important Muslim seasons, commemorating the revelation of the Qur’an to the Prophet Mohamed. Many Muslims fast from both food and drink between sunrise and sunset, honor halal food guidelines when they break the fast with the iftar meal, and spend more time reading the Qu’ran and praying, either alone or at a mosque."
"When is the ""(Softball) Emory vs. Carnegie Mellon""?","The event will be open on March 29, 2025 at Noon - 3 p.m.."
"Can you give me some information about ""(Softball) Emory vs. Carnegie Mellon""?",(Softball) Emory vs. Carnegie Mellon
"When is the ""(Softball) Emory vs. Carnegie Mellon""?","The event will be open on March 29, 2025 at 2 - 5 p.m.."
"Can you give me some information about ""(Softball) Emory vs. Carnegie Mellon""?",(Softball) Emory vs. Carnegie Mellon
"When is the ""(M. Track and Field) Carnegie Mellon Invitational""?","The event will be open on March 29, 2025 all day."
"Can you give me some information about ""(M. Track and Field) Carnegie Mellon Invitational""?",(M. Track and Field) Carnegie Mellon Invitational
"When is the ""(W. Track and Field) Carnegie Mellon Invitational""?","The event will be open on March 29, 2025 all day."
"Can you give me some information about ""(W. Track and Field) Carnegie Mellon Invitational""?",(W. Track and Field) Carnegie Mellon Invitational
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Women’s History Month""?","The event will be open on March 1 - 31, 2025 all day."
"Can you give me some information about ""Women’s History Month""?","Since 1980, Women’s History Month has celebrated the achievements and leadership of women in the United States."
"When is the ""Eid al-Fitr""?","The event will be open on March 30 - 31, 2025 all day."
"Can you give me some information about ""Eid al-Fitr""?","On Eid al-Fitr, Muslims gather to celebrate the festival of breaking the Ramadan fast by praying to Allah, sharing presents, and feasting with friends and relatives. The celebration begins at sundown, the evening before the appointed day. The March 30 or 31 date is approximate, with the final date determined by the sight of the moon."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Women’s History Month""?","The event will be open on March 1 - 31, 2025 all day."
"Can you give me some information about ""Women’s History Month""?","Since 1980, Women’s History Month has celebrated the achievements and leadership of women in the United States."
"When is the ""Eid al-Fitr""?","The event will be open on March 30 - 31, 2025 at Midnight."
"Can you give me some information about ""Eid al-Fitr""?","On Eid al-Fitr, Muslims gather to celebrate the festival of breaking the Ramadan fast by praying to Allah, sharing presents, and feasting with friends and relatives. The celebration begins at sundown, the evening before the appointed day. The March 30 or 31 date is approximate, with the final date determined by the sight of the moon."
"When is the ""Women’s History Month""?","The event will be open on March 1 - 31, 2025 at Midnight."
"Can you give me some information about ""Women’s History Month""?","Since 1980, Women’s History Month has celebrated the achievements and leadership of women in the United States."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""International Transgender Day of Visibility""?","The event will be open on March 31, 2025 all day."
"Can you give me some information about ""International Transgender Day of Visibility""?","This day celebrates the successful advocacy, leadership, and lives of transgender and gender-expansive people. It also lifts up the ongoing need for societal prevention of violence and discrimination."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Semester pass/no pass & withdrawal deadline""?","The event will be open on March 31, 2025 all day."
"Can you give me some information about ""Semester pass/no pass & withdrawal deadline""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"Where can I see the ""Carnegie Mellon Chamber Series: Schumann & Schubert""?","The event is at Kresge Theatre, College of Fine Arts @ 5000 Forbes...."
"Is there a specific location to enter for the ""Carnegie Mellon Chamber Series: Schumann & Schubert""?","Yes, it is held at Kresge Theatre, College of Fine Arts @ 5000 Forbes...."
"When is the ""Carnegie Mellon Chamber Series: Schumann & Schubert""?","The event will be open on Tuesday, April 1, 2025 at 7:30 - 9:30 p.m.."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"Where can I see the ""A Gala of Grand Opera""?","The event is at Carnegie Music Hall, Oakland @ 4400 Forbes Avenue,...."
"Is there a specific location to enter for the ""A Gala of Grand Opera""?","Yes, it is held at Carnegie Music Hall, Oakland @ 4400 Forbes Avenue,...."
"When is the ""A Gala of Grand Opera""?","The event will be open on Wednesday, April 2, 2025 at 8 - 10 p.m.."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Mini-4 course drop deadline; withdrawal grade assigned after this date""?","The event will be open on April 2, 2025 all day."
"Can you give me some information about ""Mini-4 course drop deadline; withdrawal grade assigned after this date""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"When is the ""Spring Carnival; No Classes""?","The event will be open on April 3 - 6, 2025 all day."
"Can you give me some information about ""Spring Carnival; No Classes""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"When is the ""(Softball) Chicago vs. Carnegie Mellon""?","The event will be open on April 4, 2025 at 3 - 6 p.m.."
"Can you give me some information about ""(Softball) Chicago vs. Carnegie Mellon""?",(Softball) Chicago vs. Carnegie Mellon
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"When is the ""Spring Carnival; No Classes""?","The event will be open on April 3 - 6, 2025 all day."
"Can you give me some information about ""Spring Carnival; No Classes""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"When is the ""(Softball) Chicago vs. Carnegie Mellon""?","The event will be open on April 5, 2025 at Noon - 3 p.m.."
"Can you give me some information about ""(Softball) Chicago vs. Carnegie Mellon""?",(Softball) Chicago vs. Carnegie Mellon
"When is the ""(Softball) Chicago vs. Carnegie Mellon""?","The event will be open on April 5, 2025 at 2 - 5 p.m.."
"Can you give me some information about ""(Softball) Chicago vs. Carnegie Mellon""?",(Softball) Chicago vs. Carnegie Mellon
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"When is the ""Spring Carnival; No Classes""?","The event will be open on April 3 - 6, 2025 all day."
"Can you give me some information about ""Spring Carnival; No Classes""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"When is the ""Spring Carnival; No Classes""?","The event will be open on April 3 - 6, 2025 at Midnight."
"Can you give me some information about ""Spring Carnival; No Classes""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"When is the ""Ram Navami""?","The event will be open on April 6, 2025 all day."
"Can you give me some information about ""Ram Navami""?","Ram Navami, which occurs on April 5, celebrates the birth of Lord Rama. To honor this day, Hindus clean and decorate their houses with fruits and flowers. They put an image of Rama as a baby in a cradle, and at midday, they remove the cover of the cradle and feed a special food (called Prasad) to him."
"When is the ""Fall 2025 Registration Week""?","The event will be open on April 7 - 12, 2025 all day."
"Can you give me some information about ""Fall 2025 Registration Week""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"When is the ""Fall 2025 Registration Week""?","The event will be open on April 7 - 12, 2025 all day."
"Can you give me some information about ""Fall 2025 Registration Week""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"When is the ""Fall 2025 Registration Week""?","The event will be open on April 7 - 12, 2025 all day."
"Can you give me some information about ""Fall 2025 Registration Week""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
